1,သရ(8)လုၵ်ႈ,ဢ ဢႃ ဢိ ဢီ ဢု ဢူ ဢေ ဢေႃ
2,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,ၵ ၶ ၷ ꧠ င
3,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,ၸ ꧡ ꩡ ꧢ ၺ
4,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,ꩦ ꩧ ꩨ ꩩ ꧣ
5,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,တ ထ ၻ ꩪ ၼ
6,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,ပ ၽ ၿ ꧤ မ
7,ၿျၺ်ꩡၼ(33)လုၵ်ႈ,ယ ရ လ ဝ သ ႁ ꩮ ဢံ
8,မင်ၷလသုတ်တ,သမၼ်တႃ ၸၵ်ၵဝႃꩮေသု၊ ဢတြႃ-ၷၸ်ꧡၼ်တု ၻေဝတႃ
9,မင်ၷလသုတ်တ,သၻ်ꩪမ်မံ မုၼိရႃꩡသ်သ၊ သုၼၼ်တု သၷ်ၷမေၢၵ်ၶၻံ
10,မင်ၷလသုတ်တ,ꩪမ်မသ်သဝၼၵႃလေႃ ဢယံ ꧤၻၼ်တႃ။
11,မင်ၷလသုတ်တ,ꩪမ်မသ်သဝၼၵႃလေႃ ဢယံ ꧤၻၼ်တႃ။
12,မင်ၷလသုတ်တ,ꩪမ်မသ်သဝၼၵႃလေႃ ဢယံ ꧤၻၼ်တႃ။
13,မင်ၷလသုတ်တ,ၼမေႃ တသ်သ ꧤၷဝတေႃ ဢရႁတေႃ သမ်မႃသမ်ၿုၻ်ꩪသ်သ။ 
14,မင်ၷလသုတ်တ,ၼမေႃ တသ်သ ꧤၷဝတေႃ ဢရႁတေႃ သမ်မႃသမ်ၿုၻ်ꩪသ်သ။ 
15,မင်ၷလသုတ်တ,ၼမေႃ တသ်သ ꧤၷဝတေႃ ဢရႁတေႃ သမ်မႃသမ်ၿုၻ်ꩪသ်သ။ 
16,မင်ၷလသုတ်တ,ယေ သၼ်တႃ သၼ်တၸိတ်တႃ၊ တိသရၼသရၼႃ၊ 
17,မင်ၷလသုတ်တ,ဢဵတ်ထ လေႃၵၼ်တရေ ဝႃ၊ ꧤုမ်မႃꧤုမ်မႃ ၸ ၻေဝႃ၊ 
18,မင်ၷလသုတ်တ,ၷုၼၷၼၷႁၼၿျႃဝꩦႃ သၿ်ၿၵႃလံ။ 
19,မင်ၷလသုတ်တ,ဢေတေ ဢႃယၼ်တု ၻေဝႃ၊ ဝရၵၼၵမယေ၊
20,မင်ၷလသုတ်တ,မေရုရႃꩡေ ဝသၼ်တေႃ၊ သၼ်တေႃ သၼ်တေႃသႁေတုံ
21,မင်ၷလသုတ်တ,မုၼိဝရဝၸၼံ၊ သေႃတုမၷ်ၷံ သမၷ်ၷံ။
22,မင်ၷလသုတ်တ,သၿ်ၿေသု ၸၵ်ၵဝႃꩮေသု၊ ယၵ်ၶႃ ၻေဝႃ ၸ ၿြႁ်မၼေႃ။
23,မင်ၷလသုတ်တ,ယံ ဢမ်ႁေႁိ ၵတံ ပုၺ်ၺံ၊ သၿ်ၿသမ်ပတ်တိသႃꩪၵံ။
24,မင်ၷလသုတ်တ,သၿ်ၿေ တံ ဢၼုမေႃၻိတွႃ၊ သမၷ်ၷႃ သႃသၼေ ရတႃ။
25,မင်ၷလသုတ်တ,ပမႃၻရႁိတႃ ႁေၢၼ်တု၊ ဢႃရၵ်ၶႃသု ဝိသေသတေႃ။
